2026-01-20 18:20:43,481 | BASE_PAGE | INFO | Opening the url "AppRoute.LOGIN"
2026-01-20 18:20:45,254 | BASE_ELEMENT | INFO | Getting locator with "data-testid=login-form-email-input" at index "0"
2026-01-20 18:20:45,254 | INPUT | INFO | Fill input "Email" to value "user.name@gmail.com"
2026-01-20 18:20:45,309 | BASE_ELEMENT | INFO | Getting locator with "data-testid=login-form-email-input" at index "0"
2026-01-20 18:20:45,309 | INPUT | INFO | Checking that input "Email" has a value "user.name@gmail.com"
2026-01-20 18:20:45,333 | BASE_ELEMENT | INFO | Getting locator with "data-testid=login-form-password-input" at index "0"
2026-01-20 18:20:45,333 | INPUT | INFO | Fill input "Password" to value "password"
2026-01-20 18:20:45,419 | BASE_ELEMENT | INFO | Getting locator with "data-testid=login-form-password-input" at index "0"
2026-01-20 18:20:45,419 | INPUT | INFO | Checking that input "Password" has a value "password"
2026-01-20 18:20:45,468 | BASE_ELEMENT | INFO | Getting locator with "data-testid=login-page-login-button" at index "0"
2026-01-20 18:20:45,468 | BASE_ELEMENT | INFO | Clicking button "Login"
2026-01-20 18:20:45,679 | BASE_ELEMENT | INFO | Getting locator with "data-testid=login-page-wrong-email-or-password-alert" at index "0"
2026-01-20 18:20:45,679 | BASE_ELEMENT | INFO | Checking that text "Wrong email or password" is visible
2026-01-20 18:20:45,702 | BASE_ELEMENT | INFO | Getting locator with "data-testid=login-page-wrong-email-or-password-alert" at index "0"
2026-01-20 18:20:45,702 | BASE_ELEMENT | INFO | Checking that text "Wrong email or password" has text "Wrong email or password"
