2025-12-24 17:23:56,012 | BASE_PAGE | INFO | Opening the url "AppRoute.REGISTRATION"
2025-12-24 17:23:57,133 | INPUT | INFO | Fill input "Email" to value "user.name@gmail.com"
2025-12-24 17:23:57,133 | BASE_ELEMENT | INFO | Getting locator with "data-testid=registration-form-email-input" at index "0"
2025-12-24 17:23:57,231 | INPUT | INFO | Check that input "Email" has a value "user.name@gmail.com"
2025-12-24 17:23:57,231 | BASE_ELEMENT | INFO | Getting locator with "data-testid=registration-form-email-input" at index "0"
2025-12-24 17:23:57,253 | INPUT | INFO | Fill input "Username" to value "username"
2025-12-24 17:23:57,253 | BASE_ELEMENT | INFO | Getting locator with "data-testid=registration-form-username-input" at index "0"
2025-12-24 17:23:57,318 | INPUT | INFO | Check that input "Username" has a value "username"
2025-12-24 17:23:57,319 | BASE_ELEMENT | INFO | Getting locator with "data-testid=registration-form-username-input" at index "0"
2025-12-24 17:23:57,335 | INPUT | INFO | Fill input "Password" to value "password"
2025-12-24 17:23:57,335 | BASE_ELEMENT | INFO | Getting locator with "data-testid=registration-form-password-input" at index "0"
2025-12-24 17:23:57,377 | INPUT | INFO | Check that input "Password" has a value "password"
2025-12-24 17:23:57,377 | BASE_ELEMENT | INFO | Getting locator with "data-testid=registration-form-password-input" at index "0"
2025-12-24 17:23:57,393 | BASE_ELEMENT | INFO | Getting locator with "data-testid=registration-page-registration-button" at index "0"
2025-12-24 17:23:57,393 | BASE_ELEMENT | INFO | Clicking button "Registration"
2025-12-24 17:23:58,439 | BASE_PAGE | INFO | Opening the url "AppRoute.COURSES"
2025-12-24 17:23:59,667 | BASE_ELEMENT | INFO | Getting locator with "data-testid=navigation-navbar-app-title-text" at index "0"
2025-12-24 17:23:59,668 | BASE_ELEMENT | INFO | Checking that text "App title" is visible
2025-12-24 17:23:59,711 | BASE_ELEMENT | INFO | Getting locator with "data-testid=navigation-navbar-app-title-text" at index "0"
2025-12-24 17:23:59,712 | BASE_ELEMENT | INFO | Checking that text "App title" has text "UI Course"
2025-12-24 17:23:59,724 | BASE_ELEMENT | INFO | Getting locator with "data-testid=navigation-navbar-welcome-title-text" at index "0"
2025-12-24 17:23:59,724 | BASE_ELEMENT | INFO | Checking that text "Welcome title" is visible
2025-12-24 17:23:59,736 | BASE_ELEMENT | INFO | Getting locator with "data-testid=navigation-navbar-welcome-title-text" at index "0"
2025-12-24 17:23:59,736 | BASE_ELEMENT | INFO | Checking that text "Welcome title" has text "Welcome, username!"
2025-12-24 17:23:59,747 | BASE_ELEMENT | INFO | Getting locator with "data-testid=logout-drawer-list-item-icon" at index "0"
2025-12-24 17:23:59,748 | BASE_ELEMENT | INFO | Checking that icon "Sidebar" is visible
2025-12-24 17:23:59,761 | BASE_ELEMENT | INFO | Getting locator with "data-testid=logout-drawer-list-item-title-text" at index "0"
2025-12-24 17:23:59,761 | BASE_ELEMENT | INFO | Checking that text "Sidebar" is visible
2025-12-24 17:23:59,775 | BASE_ELEMENT | INFO | Getting locator with "data-testid=logout-drawer-list-item-title-text" at index "0"
2025-12-24 17:23:59,775 | BASE_ELEMENT | INFO | Checking that text "Sidebar" has text "Logout"
2025-12-24 17:23:59,787 | BASE_ELEMENT | INFO | Getting locator with "data-testid=logout-drawer-list-item-button" at index "0"
2025-12-24 17:23:59,787 | BASE_ELEMENT | INFO | Checking that button "Sidebar" is visible
2025-12-24 17:23:59,797 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-drawer-list-item-icon" at index "0"
2025-12-24 17:23:59,797 | BASE_ELEMENT | INFO | Checking that icon "Sidebar" is visible
2025-12-24 17:23:59,806 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-drawer-list-item-title-text" at index "0"
2025-12-24 17:23:59,806 | BASE_ELEMENT | INFO | Checking that text "Sidebar" is visible
2025-12-24 17:23:59,815 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-drawer-list-item-title-text" at index "0"
2025-12-24 17:23:59,815 | BASE_ELEMENT | INFO | Checking that text "Sidebar" has text "Courses"
2025-12-24 17:23:59,827 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-drawer-list-item-button" at index "0"
2025-12-24 17:23:59,827 | BASE_ELEMENT | INFO | Checking that button "Sidebar" is visible
2025-12-24 17:23:59,838 | BASE_ELEMENT | INFO | Getting locator with "data-testid=dashboard-drawer-list-item-icon" at index "0"
2025-12-24 17:23:59,838 | BASE_ELEMENT | INFO | Checking that icon "Sidebar" is visible
2025-12-24 17:23:59,850 | BASE_ELEMENT | INFO | Getting locator with "data-testid=dashboard-drawer-list-item-title-text" at index "0"
2025-12-24 17:23:59,850 | BASE_ELEMENT | INFO | Checking that text "Sidebar" is visible
2025-12-24 17:23:59,862 | BASE_ELEMENT | INFO | Getting locator with "data-testid=dashboard-drawer-list-item-title-text" at index "0"
2025-12-24 17:23:59,862 | BASE_ELEMENT | INFO | Checking that text "Sidebar" has text "Dashboard"
2025-12-24 17:23:59,876 | BASE_ELEMENT | INFO | Getting locator with "data-testid=dashboard-drawer-list-item-button" at index "0"
2025-12-24 17:23:59,876 | BASE_ELEMENT | INFO | Checking that button "Sidebar" is visible
2025-12-24 17:23:59,889 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-list-toolbar-title-text" at index "0"
2025-12-24 17:23:59,889 | BASE_ELEMENT | INFO | Checking that text "Courses" is visible
2025-12-24 17:23:59,908 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-list-toolbar-title-text" at index "0"
2025-12-24 17:23:59,909 | BASE_ELEMENT | INFO | Checking that text "Courses" has text "Courses"
2025-12-24 17:23:59,922 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-list-toolbar-create-course-button" at index "0"
2025-12-24 17:23:59,922 | BASE_ELEMENT | INFO | Checking that button "Create course" is visible
2025-12-24 17:23:59,933 | BASE_ELEMENT | INFO | Getting locator with "data-testid=courses-list-empty-view-icon" at index "0"
2025-12-24 17:23:59,933 | BASE_ELEMENT | INFO | Checking that icon "EmptyView" is visible
